Serial,Unnamed: 1,Unnamed: 2,Name,Ripeness,Side Case,Symptom1,Symptom2,Symptom3,Recommendation 1,Recommendation 2,Photos,image_name,label,tomato_id,image_path,source_folder,split
452,,,T0113_T,ripe,defected,black spots,,,worm,,,T0113_T,defected,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0113_T.png,Manualy Segmented,train
452,,,T0113_T,ripe,defected,black spots,,,worm,,,T0113_T,defected,T0113,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0113_T.JPG,Unsegmented,train
465,,117.0,T0117_E,ripe,defected,black spots,,,not sure,,,T0117_E,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0117_E.png,Manualy Segmented,train
465,,117.0,T0117_E,ripe,defected,black spots,,,not sure,,,T0117_E,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0117_E.JPG,Unsegmented,train
466,,,T0117_S1,ripe,defected,black spots,,,not sure,,,T0117_S1,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0117_S1.png,Manualy Segmented,train
466,,,T0117_S1,ripe,defected,black spots,,,not sure,,,T0117_S1,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0117_S1.JPG,Unsegmented,train
467,,,T0117_S2,ripe,defected,black spots,,,not sure,,,T0117_S2,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0117_S2.png,Manualy Segmented,train
467,,,T0117_S2,ripe,defected,black spots,,,not sure,,,T0117_S2,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0117_S2.JPG,Unsegmented,train
468,,,T0117_T,ripe,defected,black spots,,,not sure,,,T0117_T,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0117_T.png,Manualy Segmented,train
468,,,T0117_T,ripe,defected,black spots,,,not sure,,,T0117_T,defected,T0117,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0117_T.JPG,Unsegmented,train
469,,118.0,T0118_E,ripe,defected,Ununiform color,,,sun scald,,,T0118_E,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0118_E.png,Manualy Segmented,train
469,,118.0,T0118_E,ripe,defected,Ununiform color,,,sun scald,,,T0118_E,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0118_E.JPG,Unsegmented,train
470,,,T0118_S1,ripe,defected,white area at the center,,,sun scald,,,T0118_S1,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0118_S1.png,Manualy Segmented,train
470,,,T0118_S1,ripe,defected,white area at the center,,,sun scald,,,T0118_S1,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0118_S1.JPG,Unsegmented,train
471,,,T0118_S2,ripe,defected,spots,,,sun scald,,,T0118_S2,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0118_S2.png,Manualy Segmented,train
471,,,T0118_S2,ripe,defected,spots,,,sun scald,,,T0118_S2,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0118_S2.JPG,Unsegmented,train
472,,,T0118_T,ripe,defected,spots,,,sun scald,,,T0118_T,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0118_T.png,Manualy Segmented,train
472,,,T0118_T,ripe,defected,spots,,,sun scald,,,T0118_T,defected,T0118,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0118_T.JPG,Unsegmented,train
473,,119.0,T0119_E,ripe,defected,soft edges,,,not sure,Anthracnose,,T0119_E,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0119_E.png,Manualy Segmented,train
473,,119.0,T0119_E,ripe,defected,soft edges,,,not sure,Anthracnose,,T0119_E,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0119_E.JPG,Unsegmented,train
474,,,T0119_S1,ripe,defected,black spots,yellow blotchs at the center,,not sure,,,T0119_S1,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0119_S1.png,Manualy Segmented,train
474,,,T0119_S1,ripe,defected,black spots,yellow blotchs at the center,,not sure,,,T0119_S1,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0119_S1.JPG,Unsegmented,train
475,,,T0119_S2,ripe,defected,black spots,,,not sure,,,T0119_S2,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0119_S2.png,Manualy Segmented,train
475,,,T0119_S2,ripe,defected,black spots,,,not sure,,,T0119_S2,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0119_S2.JPG,Unsegmented,train
476,,,T0119_T,ripe,defected,black areas near the center,,,not sure,,,T0119_T,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0119_T.png,Manualy Segmented,train
476,,,T0119_T,ripe,defected,black areas near the center,,,not sure,,,T0119_T,defected,T0119,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0119_T.JPG,Unsegmented,train
477,,120.0,T0120_E,ripe,clear,,,,not sure,sun scald,,T0120_E,clear,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0120_E.png,Manualy Segmented,train
477,,120.0,T0120_E,ripe,clear,,,,not sure,sun scald,,T0120_E,clear,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0120_E.JPG,Unsegmented,train
478,,,T0120_S1,ripe,defected,black spots,yellow blotchs at the center,,not sure,,,T0120_S1,defected,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0120_S1.png,Manualy Segmented,train
478,,,T0120_S1,ripe,defected,black spots,yellow blotchs at the center,,not sure,,,T0120_S1,defected,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0120_S1.JPG,Unsegmented,train
479,,,T0120_S2,ripe,defected,black spots,,,not sure,,,T0120_S2,defected,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0120_S2.png,Manualy Segmented,train
479,,,T0120_S2,ripe,defected,black spots,,,not sure,,,T0120_S2,defected,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0120_S2.JPG,Unsegmented,train
480,,,T0120_T,ripe,defected,black areas near the center,,,not sure,,,T0120_T,defected,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0120_T.png,Manualy Segmented,train
480,,,T0120_T,ripe,defected,black areas near the center,,,not sure,,,T0120_T,defected,T0120,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0120_T.JPG,Unsegmented,train
481,,121.0,T0121_E,ripe,defected,black hole near the center ,,,sun scald,worms,,T0121_E,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0121_E.png,Manualy Segmented,train
481,,121.0,T0121_E,ripe,defected,black hole near the center ,,,sun scald,worms,,T0121_E,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0121_E.JPG,Unsegmented,train
482,,,T0121_S1,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0121_S1,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0121_S1.png,Manualy Segmented,train
482,,,T0121_S1,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0121_S1,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0121_S1.JPG,Unsegmented,train
483,,,T0121_S2,ripe,defected,yellow blotchs,gray hole at the end,,sun scald,,,T0121_S2,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0121_S2.png,Manualy Segmented,train
483,,,T0121_S2,ripe,defected,yellow blotchs,gray hole at the end,,sun scald,,,T0121_S2,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0121_S2.JPG,Unsegmented,train
484,,,T0121_T,ripe,defected,yellow blotchs,,,sun scald,,,T0121_T,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0121_T.png,Manualy Segmented,train
484,,,T0121_T,ripe,defected,yellow blotchs,,,sun scald,,,T0121_T,defected,T0121,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0121_T.JPG,Unsegmented,train
485,,122.0,T0122_E,ripe,clear,,,,worms,,,T0122_E,clear,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0122_E.png,Manualy Segmented,train
485,,122.0,T0122_E,ripe,clear,,,,worms,,,T0122_E,clear,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0122_E.JPG,Unsegmented,train
486,,,T0122_S1,ripe,defected,black hole at the center,,,worm,,,T0122_S1,defected,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0122_S1.png,Manualy Segmented,train
486,,,T0122_S1,ripe,defected,black hole at the center,,,worm,,,T0122_S1,defected,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0122_S1.JPG,Unsegmented,train
487,,,T0122_S2,ripe,clear,,,,worm,,,T0122_S2,clear,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0122_S2.png,Manualy Segmented,train
487,,,T0122_S2,ripe,clear,,,,worm,,,T0122_S2,clear,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0122_S2.JPG,Unsegmented,train
488,,,T0122_T,ripe,clear,,,,worm,,,T0122_T,clear,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0122_T.png,Manualy Segmented,train
488,,,T0122_T,ripe,clear,,,,worm,,,T0122_T,clear,T0122,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0122_T.JPG,Unsegmented,train
489,,123.0,T0123_E,ripe,clear,,,,sun scald,Yellow Shoulders,,T0123_E,clear,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0123_E.png,Manualy Segmented,train
489,,123.0,T0123_E,ripe,clear,,,,sun scald,Yellow Shoulders,,T0123_E,clear,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0123_E.JPG,Unsegmented,train
490,,,T0123_S1,ripe,defected,orange color,,,sun scald,,,T0123_S1,defected,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0123_S1.png,Manualy Segmented,train
490,,,T0123_S1,ripe,defected,orange color,,,sun scald,,,T0123_S1,defected,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0123_S1.JPG,Unsegmented,train
491,,,T0123_S2,ripe,defected,orange color,,,sun scald,,,T0123_S2,defected,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0123_S2.png,Manualy Segmented,train
491,,,T0123_S2,ripe,defected,orange color,,,sun scald,,,T0123_S2,defected,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0123_S2.JPG,Unsegmented,train
492,,,T0123_T,ripe,defected,Yellow Shoulders,,,sun scald,,,T0123_T,defected,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0123_T.png,Manualy Segmented,train
492,,,T0123_T,ripe,defected,Yellow Shoulders,,,sun scald,,,T0123_T,defected,T0123,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0123_T.JPG,Unsegmented,train
497,,125.0,T0125_E,ripe,defected,yellow blotchs at the edges,,,sun scald,,,T0125_E,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0125_E.png,Manualy Segmented,train
497,,125.0,T0125_E,ripe,defected,yellow blotchs at the edges,,,sun scald,,,T0125_E,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0125_E.JPG,Unsegmented,train
498,,,T0125_S1,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0125_S1,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0125_S1.png,Manualy Segmented,train
498,,,T0125_S1,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0125_S1,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0125_S1.JPG,Unsegmented,train
499,,,T0125_S2,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0125_S2,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0125_S2.png,Manualy Segmented,train
499,,,T0125_S2,ripe,defected,yellow blotchs at the center,,,sun scald,,,T0125_S2,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0125_S2.JPG,Unsegmented,train
500,,,T0125_T,ripe,defected,yellow blotchs at the edges,,,sun scald,,,T0125_T,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0125_T.png,Manualy Segmented,train
500,,,T0125_T,ripe,defected,yellow blotchs at the edges,,,sun scald,,,T0125_T,defected,T0125,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0125_T.JPG,Unsegmented,train
501,,126.0,T0126_E,ripe,defected,orange color,,,sun scald,worms,,T0126_E,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0126_E.png,Manualy Segmented,train
501,,126.0,T0126_E,ripe,defected,orange color,,,sun scald,worms,,T0126_E,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0126_E.JPG,Unsegmented,train
502,,,T0126_S1,ripe,defected,orange color,white hole,,worm,,,T0126_S1,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0126_S1.png,Manualy Segmented,train
502,,,T0126_S1,ripe,defected,orange color,white hole,,worm,,,T0126_S1,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0126_S1.JPG,Unsegmented,train
503,,,T0126_S2,ripe,defected,orange color,,,worm,,,T0126_S2,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0126_S2.png,Manualy Segmented,train
503,,,T0126_S2,ripe,defected,orange color,,,worm,,,T0126_S2,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0126_S2.JPG,Unsegmented,train
504,,,T0126_T,ripe,defected,yellow blotchs ,,,worm,,,T0126_T,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0126_T.png,Manualy Segmented,train
504,,,T0126_T,ripe,defected,yellow blotchs ,,,worm,,,T0126_T,defected,T0126,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0126_T.JPG,Unsegmented,train
505,,127.0,T0127_E,ripe,defected,yellow blotchs at the edges,,,sun scald,,,T0127_E,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0127_E.png,Manualy Segmented,train
505,,127.0,T0127_E,ripe,defected,yellow blotchs at the edges,,,sun scald,,,T0127_E,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0127_E.JPG,Unsegmented,train
506,,,T0127_S1,ripe,defected,yellow blotchs at the end,black spots,,sun scald,,,T0127_S1,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0127_S1.png,Manualy Segmented,train
506,,,T0127_S1,ripe,defected,yellow blotchs at the end,black spots,,sun scald,,,T0127_S1,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0127_S1.JPG,Unsegmented,train
507,,,T0127_S2,ripe,defected,yellow blotchs,,,sun scald,,,T0127_S2,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0127_S2.png,Manualy Segmented,train
507,,,T0127_S2,ripe,defected,yellow blotchs,,,sun scald,,,T0127_S2,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0127_S2.JPG,Unsegmented,train
508,,,T0127_T,ripe,defected,yellow blotchs,black spots,,sun scald,,,T0127_T,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0127_T.png,Manualy Segmented,train
508,,,T0127_T,ripe,defected,yellow blotchs,black spots,,sun scald,,,T0127_T,defected,T0127,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0127_T.JPG,Unsegmented,train
517,,130.0,T0130_E,ripe,defected,black round area near the center,,,sun scald,blossom end rot,,T0130_E,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0130_E.png,Manualy Segmented,train
517,,130.0,T0130_E,ripe,defected,black round area near the center,,,sun scald,blossom end rot,,T0130_E,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0130_E.JPG,Unsegmented,train
518,,,T0130_S1,ripe,defected,orange color,,,not sure,,,T0130_S1,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0130_S1.png,Manualy Segmented,train
518,,,T0130_S1,ripe,defected,orange color,,,not sure,,,T0130_S1,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0130_S1.JPG,Unsegmented,train
519,,,T0130_S2,ripe,defected,yellow blotchs,,,not sure,,,T0130_S2,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0130_S2.png,Manualy Segmented,train
519,,,T0130_S2,ripe,defected,yellow blotchs,,,not sure,,,T0130_S2,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0130_S2.JPG,Unsegmented,train
520,,,T0130_T,ripe,defected,yellow blotchs,,,not sure,,,T0130_T,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0130_T.png,Manualy Segmented,train
520,,,T0130_T,ripe,defected,yellow blotchs,,,not sure,,,T0130_T,defected,T0130,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0130_T.JPG,Unsegmented,train
521,,131.0,T0131_E,ripe,clear,,,,worms,,,T0131_E,clear,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0131_E.png,Manualy Segmented,train
521,,131.0,T0131_E,ripe,clear,,,,worms,,,T0131_E,clear,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0131_E.JPG,Unsegmented,train
522,,,T0131_S1,ripe,defected,gray and black holes ,,,worm,,,T0131_S1,defected,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0131_S1.png,Manualy Segmented,train
522,,,T0131_S1,ripe,defected,gray and black holes ,,,worm,,,T0131_S1,defected,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0131_S1.JPG,Unsegmented,train
523,,,T0131_S2,ripe,defected,gray  holes ,,,worm,,,T0131_S2,defected,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0131_S2.png,Manualy Segmented,train
523,,,T0131_S2,ripe,defected,gray  holes ,,,worm,,,T0131_S2,defected,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0131_S2.JPG,Unsegmented,train
524,,,T0131_T,ripe,defected,gray and black holes ,,,worm,,,T0131_T,defected,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0131_T.png,Manualy Segmented,train
524,,,T0131_T,ripe,defected,gray and black holes ,,,worm,,,T0131_T,defected,T0131,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0131_T.JPG,Unsegmented,train
533,,134.0,T0134_E,ripe,defected,gray spots at the edge,,,worms,,,T0134_E,defected,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0134_E.png,Manualy Segmented,train
533,,134.0,T0134_E,ripe,defected,gray spots at the edge,,,worms,,,T0134_E,defected,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0134_E.JPG,Unsegmented,train
534,,,T0134_S1,ripe,defected,gray hole at the center,,,worm,,,T0134_S1,defected,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0134_S1.png,Manualy Segmented,train
534,,,T0134_S1,ripe,defected,gray hole at the center,,,worm,,,T0134_S1,defected,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0134_S1.JPG,Unsegmented,train
535,,,T0134_S2,ripe,clear,,,,worm,,,T0134_S2,clear,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0134_S2.png,Manualy Segmented,train
535,,,T0134_S2,ripe,clear,,,,worm,,,T0134_S2,clear,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0134_S2.JPG,Unsegmented,train
536,,,T0134_T,ripe,defected,spots,,,worm,,,T0134_T,defected,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0134_T.png,Manualy Segmented,train
536,,,T0134_T,ripe,defected,spots,,,worm,,,T0134_T,defected,T0134,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0134_T.JPG,Unsegmented,train
549,,138.0,T0138_E,ripe,clear,,,,sun scald,,,T0138_E,clear,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0138_E.png,Manualy Segmented,train
549,,138.0,T0138_E,ripe,clear,,,,sun scald,,,T0138_E,clear,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0138_E.JPG,Unsegmented,train
550,,,T0138_S1,ripe,clear,,,,sun scald,,,T0138_S1,clear,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0138_S1.png,Manualy Segmented,train
550,,,T0138_S1,ripe,clear,,,,sun scald,,,T0138_S1,clear,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0138_S1.JPG,Unsegmented,train
551,,,T0138_S2,ripe,defected,Ununiform color,,,sun scald,,,T0138_S2,defected,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0138_S2.png,Manualy Segmented,train
551,,,T0138_S2,ripe,defected,Ununiform color,,,sun scald,,,T0138_S2,defected,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0138_S2.JPG,Unsegmented,train
552,,,T0138_T,ripe,defected,yellow blotchs,black spots,,sun scald,,,T0138_T,defected,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0138_T.png,Manualy Segmented,train
552,,,T0138_T,ripe,defected,yellow blotchs,black spots,,sun scald,,,T0138_T,defected,T0138,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0138_T.JPG,Unsegmented,train
553,,139.0,T0139_E,ripe,defected,spots near edges,,,not sure,,,T0139_E,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0139_E.png,Manualy Segmented,train
553,,139.0,T0139_E,ripe,defected,spots near edges,,,not sure,,,T0139_E,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0139_E.JPG,Unsegmented,train
554,,,T0139_S1,ripe,defected,spots,,,sun scald,,,T0139_S1,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0139_S1.png,Manualy Segmented,train
554,,,T0139_S1,ripe,defected,spots,,,sun scald,,,T0139_S1,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0139_S1.JPG,Unsegmented,train
555,,,T0139_S2,ripe,defected,spots,,,sun scald,,,T0139_S2,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0139_S2.png,Manualy Segmented,train
555,,,T0139_S2,ripe,defected,spots,,,sun scald,,,T0139_S2,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0139_S2.JPG,Unsegmented,train
556,,,T0139_T,ripe,defected,spots,,,sun scald,,,T0139_T,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0139_T.png,Manualy Segmented,train
556,,,T0139_T,ripe,defected,spots,,,sun scald,,,T0139_T,defected,T0139,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0139_T.JPG,Unsegmented,train
557,,140.0,T0140_E,ripe,defected,spots,,,not sure,,,T0140_E,defected,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0140_E.png,Manualy Segmented,train
557,,140.0,T0140_E,ripe,defected,spots,,,not sure,,,T0140_E,defected,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0140_E.JPG,Unsegmented,train
558,,,T0140_S1,ripe,defected,spots,,,sun scald,,,T0140_S1,defected,T0140,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0140_S1.png,Manualy Segmented,train
